,headline,date,doc_type,type_of_material,snippet,source,news_desk,section_name,keywords
3417,"Girl, 10, Is Killed by School Bus in Brooklyn",2020-02-25,article,News,"There have been more than 20 pedestrians killed on New York City streets this year, including four since Sunday.",The New York Times,Metro,New York,"['Deaths (Fatalities)', 'Buses']"
3418,Earth’s Deepest River Conceals an Evolutionary Mystery,2020-02-25,article,News,"The lower Congo River’s depths have made it a natural lab for convergent evolution, yielding fish with unexpected features.",The New York Times,Science,Science,"['Fish and Other Marine Life', 'Rivers', 'Evolution (Biology)', 'your-feed-science']"
3419,Fashion Mogul Peter Nygard to Step Down Amid Federal Raids,2020-02-25,article,News,"Under investigation for rape, and after his brand was dropped by a major distributor, the Canadian multimillionaire is leaving his company.",The New York Times,Investigative,U.S.,"['Sexual Harassment', 'Sex Crimes']"
3420,Vitamin D During Pregnancy May Benefit Children’s Bones,2020-02-25,article,News,Women who took high doses of vitamin D during pregnancy had children with stronger bones.,The New York Times,Well,Well,"['Vitamin D', 'Vitamins', 'Pregnancy and Childbirth', 'Bones', 'Children and Childhood']"
3421,Pete Buttigieg vs. Amy Klobuchar: An Abridged History of Midwestern Iciness,2020-02-25,article,News,These two do not like each other! Play the tape.,The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'Debates (Political)', 'Primaries and Caucuses', 'United States Politics and Government']"
3422,Snow ✅ Sled ✅ Thrills ✅,2020-02-25,article,News,"Other parts of the country groan at the arrival of snow, but some people in the Midwest cheer for it. Sledding is the rare pursuit that has changed little in decades.",The New York Times,National,U.S.,"['Sleds', 'Winter (Season)', 'Snow and Snowstorms']"
3423,A Mini-Mississippi River May Help Save Louisiana’s Vanishing Coast,2020-02-25,article,News,A $1.4 billion project to protect the Louisiana coast from subsidence and climate change is being tested in a warehouse-size lab in Massachusetts.,The New York Times,Climate,Climate,"['Coast Erosion', 'Wetlands', 'Levees and Dams', 'Rivers', 'Floods', 'Global Warming', 'Environment']"
3424,Spanish Hotel Is Locked Down After Guests Test Positive for Coronavirus,2020-02-25,article,News,Hundreds of vacationers at a resort in the Canary Islands were ordered not to leave after the illness was diagnosed in an Italian doctor and his partner.,The New York Times,Foreign,World,"['Travel and Vacations', 'Quarantines', 'Coronavirus (2019-nCoV)', 'Hotels and Travel Lodgings']"
3425,C.D.C. Officials Warn of Coronavirus Outbreaks in the U.S.,2020-02-25,article,News,"Clusters of infection are likely in American communities, health officials said. Some lawmakers questioned whether the nation is prepared.",The New York Times,Science,Health,"['Coronavirus (2019-nCoV)', 'Epidemics', 'United States Politics and Government', 'Masks', 'Protective Clothing and Gear', 'your-feed-science']"
3426,"Politics, Money, Siblings: The Ties Between Joe Biden and Valerie Biden Owens",2020-02-25,article,News,"A frequent surrogate for Joseph R. Biden Jr. on the campaign trail, Ms. Owens has a résumé that reveals how politics, business and family converge for the Bidens.",The New York Times,Politics,U.S.,"['Families and Family Life', 'Presidential Election of 2020', 'United States Politics and Government', 'Nepotism']"
3427,Sunspots and Stranded Whales: A Bizarre Correlation,2020-02-25,article,News,A collaboration between biologists and an astronomer sought to add evidence to the idea that whale migration is affected by solar weather.,The New York Times,Science,Science,"['Whales and Whaling', 'Sun', 'Magnets and Magnetism', 'Fish and Other Marine Life', 'Space and Astronomy', 'Research', 'your-feed-science']"
3428,Russian Court Further Detains Ex-Marine on Charges His Family Calls False,2020-02-25,article,News,"The relatives of a 28-year-old Texan urged the U.S. government to intervene, in a cases that drew parallels to the imprisonment of Paul N. Whelan on espionage charges.",The New York Times,Foreign,World,"['Political Prisoners', 'Attacks on Police']"
3429,Supreme Court Rules for U.S. Agent Who Shot Mexican Teenager,2020-02-25,article,News,"In one of two 5-to-4 decisions Tuesday, the court said Congress had not authorized lawsuits over cross-border shootings. The justices also ruled against a death row inmate seeking resentencing.",The New York Times,Washington,U.S.,"['Decisions and Verdicts', 'United States International Relations', 'Constitution (US)', 'United States Politics and Government', 'Suits and Litigation (Civil)', 'Police Brutality, Misconduct and Shootings', 'Capital Punishment']"
3430,"Air Travelers Can’t See All of It, but More Tech Is Moving Them Along",2020-02-25,article,News,"As more people fly, airlines and airports are relying more heavily on artificial intelligence to speed their trips.",The New York Times,Business,Business Day,"['Artificial Intelligence', 'Airport Security', 'AIRLINES AND AIRPLANES', 'AIRPORTS', 'Facial Recognition Software', 'Identification Devices', 'Cloud Computing']"
3431,First Woman Set to Pass Special Forces Training and Join Green Berets,2020-02-25,article,News,"An enlisted soldier, she is expected to graduate from the highly selective Green Beret qualification course as a Special Forces engineer sergeant.",The New York Times,Washington,U.S.,"['United States Defense and Military Forces', 'Women and Girls']"
3432,Tesla Autopilot System Found Probably at Fault in 2018 Crash,2020-02-25,article,News,The National Transportation Safety Board called for improvements in the electric-car company’s driver-assistance feature and cited failures by other agencies.,The New York Times,Business,Business Day,"['Driverless and Semiautonomous Vehicles', 'Traffic Accidents and Safety', 'Automobile Safety Features and Defects', 'Driver Distraction and Fatigue', 'Electric and Hybrid Vehicles']"
3433,Spread of Virus Could Hasten the Great Coming Apart of Globalization,2020-02-25,article,News,"As the coronavirus hits Europe, questions arise about dependency on China, the risks of air travel, climate change and a new racism in populist politics.",The New York Times,Foreign,World,"['Politics and Government', 'Coronavirus (2019-nCoV)', 'Travel and Vacations', 'AIRLINES AND AIRPLANES', 'International Trade and World Market', 'Global Warming', 'Epidemics']"
3434,Judge in Roger Stone Case Warns About Attacks on Juror by Trump and Others,2020-02-25,article,News,Judge Amy Berman Jackson held a hearing on the defense’s request for a new trial even as the president claimed the jury’s forewoman was biased.,The New York Times,Washington,U.S.,"['United States Politics and Government', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Presidential Election of 2020']"
3435,Elizabeth Warren’s Fans Want to Know: Can She Do It Again at Tonight’s Debate?,2020-02-25,article,News,"“It was the woman of a year ago,” one Warren supporter said after her debate performance last week. “She’s showing us why we supported her in the beginning.”",The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'Women and Girls', 'Debates (Political)']"
3436,Supreme Court Weighs Whether Encouraging Unlawful Immigration Is a Crime,2020-02-25,article,News,The justices seemed troubled by the possibility that a 1986 law applied to all sorts of speech and therefore ran afoul of the First Amendment.,The New York Times,Washington,U.S.,"['Immigration and Emigration', 'Freedom of Speech and Expression', 'First Amendment (US Constitution)', 'Illegal Immigration']"
3437,"N.S.A. Phone Program Cost $100 Million, but Produced Only Two Unique Leads",2020-02-25,article,News,"A disputed program that allowed the National Security Agency to gain access to logs of Americans’ domestic calls and texts yielded only one significant investigation, according to a newly declassified study.",The New York Times,Washington,U.S.,"['Surveillance of Citizens by Government', 'Privacy', 'USA Freedom Act', 'Law and Legislation', 'Terrorism', 'Civil Rights and Liberties', 'USA PATRIOT Act', 'United States Politics and Government']"
3438,Fed Official Says Coronavirus Economic Fallout ‘Could Spill Over’,2020-02-25,article,News,"Richard H. Clarida, the Federal Reserve vice chair, said the central bank was monitoring the virus, as worries roiled markets for a second day.",The New York Times,Business,Business Day,"['United States Economy', 'Interest Rates', 'Coronavirus (2019-nCoV)', 'International Trade and World Market', 'Inflation (Economics)']"
3439,Disney C.E.O. Bob Iger Hands Keys to Magic Kingdom to Its 7th Chief,2020-02-25,article,News,"He will be replaced by Bob Chapek, who was most recently chairman of Disney’s parks business.",The New York Times,Business,Business Day,['Appointments and Executive Changes']
3440,Setting Up Your New Space,2020-02-25,article,News,A checklist for turning that new house into a home.,The New York Times,Smarter Living,Smarter Living,"['Interior Design and Furnishings', 'Renting and Leasing (Real Estate)', 'Real Estate and Housing (Residential)', 'Moving and Moving Industry']"
3441,What Happened to the Students Caught Up in the College Admissions Scandal?,2020-02-25,article,News,None of the young people whose parents are accused of wrongdoing were charged with crimes in the admissions case. But they have faced consequences.,The New York Times,National,U.S.,"['College Admissions Scandal (2019)', 'Cheating', 'Colleges and Universities']"
3442,‘Not Just an Italian Problem’: Coronavirus Threatens Europe’s Economy,2020-02-25,article,News,The spread of the deadly epidemic to Europe’s fourth-largest economy has heightened fears of disruption in the global supply chain.,The New York Times,Business,Business Day,"['Coronavirus (2019-nCoV)', 'Economic Conditions and Trends', 'International Trade and World Market', 'Epidemics']"
3443,Ex-Senator Feingold Joins Fight Over Courts as Liberals Try to Counter Trump,2020-02-25,article,News,"The former lawmaker, known for campaign finance overhaul, has been chosen to lead a progressive advocacy group active on judges and the legal system.",The New York Times,Washington,U.S.,"['United States Politics and Government', 'Courts and the Judiciary', 'Federal Courts (US)']"
3444,"After Trump Mocks a Sea Wall in New York, Plan Is Abruptly Shelved",2020-02-25,article,News,"In an unexpected move, the federal government halted a project that might have led to a multibillion-dollar barrier to protect the region from flooding.",The New York Times,Metro,New York,"['Levees and Dams', 'Floods', 'Global Warming', 'Federal-State Relations (US)']"
3445,How BTS Filmed a ‘Top Secret’ Video in Grand Central Terminal,2020-02-25,article,News,A performance by the wildly popular K-pop group for “The Tonight Show” inside the iconic transit hub took an army to pull off.,The New York Times,Metro,New York,[]
3446,Inmate No. 3102000153: What Awaits Harvey Weinstein Behind Bars,2020-02-25,article,News,"Yes, he’s going to Rikers, but he could end up at a medical unit where he will have a television and possibly a private phone, too.",The New York Times,Metro,New York,"['Prisons and Prisoners', 'Sex Crimes']"
