,headline,date,doc_type,type_of_material,snippet,source,news_desk,section_name,keywords
1764,"Elite U.S. Forces Critique Themselves: Overused, Underled, Raid-Obsessed",2020-01-30,article,News,"An examination of the culture in the Army’s Green Berets, the Navy SEALs and other special operations troops found shortcomings but no “systemic ethics problem,” after a series of misconduct  allegations.",The New York Times,National,U.S.,"['United States Defense and Military Forces', 'War Crimes, Genocide and Crimes Against Humanity', 'Courts-Martial', 'Ethics and Official Misconduct']"
1765,"Mexican Butterfly Conservationist Is Found Dead, Two Weeks After Vanishing",2020-01-30,article,News,"The cause of death has not been determined, but criminal groups have often attacked environmentalists whose work impedes their interests.",The New York Times,Foreign,World,"['Butterflies and Moths', 'World Heritage Sites', 'Murders, Attempted Murders and Homicides']"
1766,3 Leaders of Filipino Church Are Charged With Running Human Trafficking Ring,2020-01-30,article,News,"Administrators for the Kingdom of Jesus Christ arranged dozens of false marriages so workers at a fraudulent charity could stay in the United States, prosecutors said.",The New York Times,Express,U.S.,"['Human Trafficking', 'Frauds and Swindling', 'Philanthropy', 'Immigration and Emigration', 'Wages and Salaries']"
1767,Impeachment Briefing: Senate Questions,2020-01-30,article,News,Senators finally broke their silence — sort of.,The New York Times,Washington,U.S.,['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']
1768,American Life Expectancy Rises for First Time in Four Years,2020-01-30,article,News,"Life expectancy, the most basic measure of the health of a society, rose slightly in 2018, after a rare and troubling decline driven by the opioid epidemic.",The New York Times,National,U.S.,"['Longevity', 'Deaths (Fatalities)', 'Opioids and Opiates', 'Fentanyl', 'Naloxone (Drug)', 'Suicides and Suicide Attempts']"
1769,"In India, Protesters and Modi Tussle Over Who Can Claim Gandhi",2020-01-30,article,News,Prime Minister Narendra Modi says the national icon would have supported his contentious citizenship law. Demonstrators say it goes against everything Gandhi stood for.,The New York Times,Foreign,World,"['Demonstrations, Protests and Riots']"
1770,"Deaths Surpass 200, and State Department Urges Against Travel to China",2020-01-30,article,News,"The United States set its advisory at Level 4, which represents the highest safety risk. The World Health Organization said the virus represents a risk outside of China.",The New York Times,Foreign,World,"['Coronavirus (2019-nCoV)', 'SARS (Severe Acute Respiratory Syndrome)', 'Deaths (Fatalities)', 'Epidemics', 'Shortages']"
1771,Wall St. Shrugs Off Risks Related to Viral Outbreak in China,2020-01-30,article,News,"Global stocks fell as economists revised their outlooks on the impact of the virus, but the S&P 500 was up slightly by the end of the day.",The New York Times,Business,Business Day,"['Stocks and Bonds', 'Economic Conditions and Trends', 'Coronavirus (2019-nCoV)', 'United States Economy', 'Factories and Manufacturing', ""Standard & Poor's 500-Stock Index""]"
1772,Deutsche Bank Reports Huge Loss for 2019,2020-01-30,article,News,The German lender said its bottom line suffered because it paid severance to fired workers and wrote down the value of troubled assets.,The New York Times,Business,Business Day,"['Layoffs and Job Reductions', 'Company Reports']"
1773,Discovering My Hips in Hula Dancing,2020-01-30,article,News,"After a lifetime of not communicating with your hips, it’s not so easy to figure out how to sway.",The New York Times,Well,Well,"['Dancing', 'Hips']"
1774,We Lost Our Son to Suicide. Here’s How We Survived.,2020-01-30,article,News,"I tried many of the supports available to help parents heal, like therapy, support groups, exercise and finding a way to honor our son’s memory.",The New York Times,Well,Well,"['Suicides and Suicide Attempts', 'Depression (Mental)', 'Grief (Emotion)', 'Parenting', 'Psychology and Psychologists']"
1775,"U.S. Growth at Slowest Since 2016, Complicating Trump’s Pitch",2020-01-30,article,News,"Boeing’s troubles, trade disruption and a tight job market held back growth last year, and a more subdued expansion appears to lie ahead.",The New York Times,Business,Business Day,"['United States Economy', 'International Trade and World Market', 'Gross Domestic Product']"
1776,"Facades on 1,400 Buildings in New York Are a Threat to Pedestrians",2020-01-30,article,News,"Landlords flout laws on building exteriors and ignore enforcement, including $31 million in fines, The Times found.",The New York Times,Metro,New York,"['Accidents and Safety', 'Buildings (Structures)', 'Building (Construction)', 'Landlords', 'Fines (Penalties)', 'Real Estate and Housing (Residential)']"
1777,The Robots Are Coming. Prepare for Trouble.,2020-01-30,article,News,"Artificial intelligence won’t eliminate every retail job, an economist says, but the future could be grim unless we start planning now.",The New York Times,SundayBusiness,Business Day,"['Labor and Jobs', 'E-Commerce', 'Shopping and Retail', 'Car Services and Livery Cabs', 'Artificial Intelligence', 'Computers and the Internet', 'Unemployment', 'Workplace Hazards and Violations', 'Collective Bargaining', 'Freelancing, Self-Employment and Independent Contracting', 'Driverless and Semiautonomous Vehicles', 'Organized Labor', 'Trucks and Trucking', 'Regulation and Deregulation of Industry']"
1778,36 Hours in Whistler,2020-01-30,article,News,"A weekend in the British Columbia ski resort uncovers hints of a quaint mountain town, one-percenter indulgences and out-of-this-world skiing.",The New York Times,Travel,Travel,"['Skiing', 'Travel and Vacations']"
1779,Why This Iowa Campus Is Erasing Political Chalk Talk,2020-01-30,article,News,Iowa State University prohibited political slogans on sidewalks after students complained that the messages had become discriminatory and divisive.,The New York Times,National,U.S.,"['Freedom of Speech and Expression', 'Education', 'United States Politics and Government', 'Colleges and Universities', 'Presidential Election of 2020', 'Censorship']"
1780,"In Paris, a Mathematician Confronts the Political Odds",2020-01-30,article,News,"Is a scientist in politics incongruous? Cédric Villani, Fields Medal winner and mayoral candidate, doesn’t think so.",The New York Times,Science,Science,"['Mathematics', 'Politics and Government', 'Elections, Mayors', 'Legislatures and Parliaments', 'Mayors', 'your-feed-science']"
1781,Biden Push for Labor Support Is Burdened by Obama-Era Baggage,2020-01-30,article,News,Supporters of the former vice president say he can win back union members who rejected Hillary Clinton. But he must overcome some hard feelings first.,The New York Times,Business,Business Day,"['Presidential Election of 2020', 'Organized Labor']"
1782,NASA’s Spitzer Space Telescope Ends 16-Year Mission of Discovery,2020-01-30,article,News,"NASA’s Spitzer space telescope spotted 7 Earth-size worlds orbiting another star, a new ring around Saturn and many more wonders in space.",The New York Times,Science,Science,"['Telescopes and Observatories', 'Space and Astronomy', 'Stars and Galaxies', 'Planets', 'James Webb Space Telescope', 'your-feed-science']"
1783,Duterte Orders Cabinet Not to Visit U.S. After Official’s Visa Is Denied,2020-01-30,article,News,The Philippine president issued the order after one of the architects of his bloody drug war was denied a visa for the United States.,The New York Times,Foreign,World,"['United States International Relations', 'Defense and Military Forces']"
1784,D.I.Y. Retirement Investors Have a Low-Cost Friend: Newsletters,2020-01-30,article,News,"For people who don’t want to pay high adviser fees and want to hold investments long term, the newsletters can be beneficial.",The New York Times,Business,Business Day,"['Retirement', 'Personal Finances', 'Newsletters', 'Individual Retirement Accounts', 'Pensions and Retirement Plans', 'Prices (Fares, Fees and Rates)']"
1785,Where Did the $9 Million Cars Go?,2020-01-30,article,News,"The classic auto market, humming just a few years ago, appears to be sliding into a downturn.",The New York Times,Business,Business Day,"['Antique and Classic Cars', 'Auctions', 'Prices (Fares, Fees and Rates)', 'Collectors and Collections']"
1786,Watch Bloomberg and Trump’s Very Different Super Bowl Ads,2020-01-30,article,News,"Michael R. Bloomberg’s campaign will air a 60-second ad promoting his record on gun control, while President Trump has lined up a commercial celebrating his time in office.",The New York Times,Politics,U.S.,"['Political Advertising', 'Campaign Finance', 'Presidential Election of 2020', 'Super Bowl', 'Gun Control', 'United States Politics and Government']"
1787,On Politics: Where Are the Candidates Going?,2020-01-30,article,News,"Strategic Iowa trips, a Sanders cash haul, Facebook ads: This is your morning tipsheet.",The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'Primaries and Caucuses', 'Polls and Public Opinion', 'Political Advertising']"
1788,Elon Musk Hits Back at Critics,2020-01-30,article,News,"Tesla reported a $105 million quarterly profit yesterday, convincing backers that the company has solved its problems — while doubters aren’t convinced.",The New York Times,Business,Business Day,[]
1789,Longest Smuggling Tunnel Is Found at U.S.-Mexico Border,2020-01-30,article,News,"The shaft ran for four-fifths of a mile between Tijuana and San Diego and was equipped with rails, ventilation, a drainage system and even an elevator, officials said.",The New York Times,Foreign,World,"['Drug Cartels', 'Smuggling']"
1790,Press Send for Brexit: E.U. Seals U.K. Withdrawal by Email,2020-01-30,article,News,The European Union’s 27 remaining member nations signed off on Britain’s departure in a typically low-key and bureaucratic style.,The New York Times,Foreign,World,"['Great Britain Withdrawal from EU (Brexit)', 'Politics and Government']"
1791,Japan Seeks Arrests of 3 Americans Accused of Helping Ghosn Escape,2020-01-30,article,News,Authorities issued warrants for men suspected of helping smuggle the former executive out of the country to avoid criminal charges.,The New York Times,Business,Business Day,"['Automobiles', 'Extradition', 'Politics and Government', 'Securities and Commodities Violations']"
1792,"The Work Diary of Jessica Walsh, Designing (and Wining) Woman",2020-01-30,article,News,"The graphic designer and founder of a creative agency powers through insomnia, migraines and helping mom with Instagram.",The New York Times,SundayBusiness,Business Day,"['Design', 'Workplace Environment', 'Careers and Professions']"
1793,Altria Takes a $4.1 Billion Hit on Juul Stake,2020-01-30,article,News,"After an earlier write-down of $4.5 billion, the tobacco giant’s stake in the vaping start-up is now worth one-third of what it paid in 2018.",The New York Times,Business,Business Day,"['E-Cigarettes', 'Smoking and Tobacco', 'Respiratory Diseases', 'Company Reports']"
1794,‘Every Day Matters’: Guardian Stops Accepting Fossil Fuel Ads,2020-01-30,article,News,It said the decision was based on the efforts by the industry to prevent meaningful climate action by governments.,The New York Times,Business,Business Day,"['Newspapers', 'ADVERTISING AND MARKETING', 'Global Warming', 'Greenhouse Gas Emissions', 'Oil (Petroleum) and Gasoline', 'Natural Gas', 'Coal']"
1795,Homes for Sale in New York and Connecticut,2020-01-30,article,News,"This week’s properties are five-bedroom homes in Wantagh, N.Y., and Fairfield, Conn.",The New York Times,RealEstate,Real Estate,['Real Estate and Housing (Residential)']
1796,"Homes for Sale in Brooklyn, Queens and Manhattan",2020-01-30,article,News,"This week’s properties are in Hudson Heights, Astoria, Queens and Dumbo, Brooklyn.",The New York Times,RealEstate,Real Estate,['Real Estate and Housing (Residential)']
1797,Trump Administration Moves to Relax Rules Against Killing Birds,2020-01-30,article,News,A proposed regulation would codify a legal opinion in 2017 that declared the accidental killing of birds during the course of business as no longer subject to punishment.,The New York Times,Climate,Climate,"['Birds', 'Animal Migration', 'Animal Abuse, Rights and Welfare', 'Conservation of Resources', 'Regulation and Deregulation of Industry', 'Oil (Petroleum) and Gasoline', 'Natural Gas', 'Wind Power', 'Environment', 'United States Politics and Government']"
1798,"Which Cities Are Renters Fleeing, and Where Are They Going?",2020-01-30,article,News,"A new study finds that people on the move are attracted to Denver — especially if they live in Washington, D.C. Here’s a look at some other popular migration patterns.",The New York Times,RealEstate,Real Estate,"['Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'Moving and Moving Industry']"
1799,Cruise Passengers Are Held at Italian Port in False Alarm Over Coronavirus,2020-01-30,article,News,"For an entire day, passengers on the cruise ship were blocked from disembarking after a woman onboard became sick. She did not have the disease, but Italy did identify its first two cases in Rome.",The New York Times,Foreign,World,"['Coronavirus (2019-nCoV)', 'Cruises']"
1800,"As Coronavirus Spreads, So Does Anti-Chinese Sentiment",2020-01-30,article,News,"Fears of the outbreak have fueled xenophobia as a wave of panic spreads, sometimes outstripping practical concerns.",The New York Times,Foreign,World,"['Discrimination', 'Coronavirus (2019-nCoV)', 'Epidemics', 'Travel Warnings', 'SARS (Severe Acute Respiratory Syndrome)', 'Travel and Vacations']"
1801,Trump Administration Unveils a Major Shift in Medicaid,2020-01-30,article,News,"States will be able to cap a portion of spending for the safety-net program, a change likely to diminish the number of people receiving health benefits through it.",The New York Times,Science,Health,"['Medicaid', 'States (US)', 'Health Insurance and Managed Care', 'Poverty', 'Patient Protection and Affordable Care Act (2010)', 'United States Politics and Government', 'your-feed-healthcare']"
1802,Pompeo Calls China’s Ruling Party ‘Central Threat of Our Times’,2020-01-30,article,News,"Secretary of State Mike Pompeo made the stark statement at a meeting with his British counterpart, where he also talked up the prospect of a U.S. trade deal with Britain.",The New York Times,Foreign,World,"['United States Politics and Government', 'Politics and Government', 'International Trade and World Market', 'United States International Relations', 'Great Britain Withdrawal from EU (Brexit)', '5G (Wireless Communications)']"
1803,Wilbur Ross Says Coronavirus Could Bring Jobs Back to the U.S.,2020-01-30,article,News,"The commerce secretary said the virus, while “very unfortunate,” could prompt companies to reconsider operating inside China.",The New York Times,Washington,Business Day,"['Coronavirus (2019-nCoV)', 'International Trade and World Market', 'Economic Conditions and Trends', 'Relocation of Business', 'Factories and Manufacturing']"
1804,More Violence. Fewer Prisoners. Inside Mexico’s Criminal Justice Reform.,2020-01-30,article,News,Leaked drafts of reforms intended to strengthen the government’s hand in the fight against crime have outraged judicial and human rights workers.,The New York Times,Foreign,World,"['Criminal Justice', 'Politics and Government', 'Corruption (Institutional)', 'Human Rights and Human Rights Violations', 'Courts and the Judiciary', 'Drug Abuse and Traffic', 'Law and Legislation', 'Murders, Attempted Murders and Homicides']"
1805,German Nurse Accused of Poisoning Five Infants With Morphine,2020-01-30,article,News,"The babies, who ranged in age from a day to a month old, started experiencing respiratory difficulties about the same time, leading a hospital to investigate.",The New York Times,Foreign,World,"['Murders, Attempted Murders and Homicides', 'Hospitals', 'Children and Childhood', 'Morphine', 'Nursing and Nurses']"
1806,French Cardinal Acquitted of Abuse Cover-Up on Appeal,2020-01-30,article,News,"Cardinal Philippe Barbarin, the archbishop of Lyon, had been found guilty last year of failing to report a priest in his diocese who had admitted to sexually abusing dozens of Boy Scouts.",The New York Times,Foreign,World,"['Child Abuse and Neglect', 'Priests', 'Sex Crimes']"
1807,What Made Virginia Change Its Mind on Guns?,2020-01-30,article,News,"Attitudes about guns are shifting in the state amid demographic changes. In one State Senate district that flipped to Democratic control in November, guns were a key topic.",The New York Times,National,U.S.,"['Gun Control', 'State Legislatures', 'Politics and Government', 'Population', 'Richmond, Va, Gun Rally (January, 2020)']"
1808,House Votes to Repeal 2002 Military Authorization in Bid to Rein in Trump on Iran,2020-01-30,article,News,The law has been used to justify all manner of military strikes since Congress approved it to authorize President George W. Bush to take military action in Iraq.,The New York Times,Washington,U.S.,"['War Powers Act (1973)', 'United States Politics and Government', 'War and Emergency Powers (US)', 'Law and Legislation', 'United States Defense and Military Forces']"
1809,‘I’m a Democrat’: Biden Accuses Sanders of Not Being a Party Member,2020-01-30,article,News,"Mr. Biden’s attack on his rival in Iowa came hours after another leading candidate, Pete Buttigieg, criticized both men, in a day of sparring that underscored the pressure they all face to excel in Monday’s caucuses.",The New York Times,Politics,U.S.,['Presidential Election of 2020']
1810,"E. Jean Carroll, Who Accused Trump of Rape, Seeks His DNA in Lawsuit",2020-01-30,article,News,"Ms. Carroll says that President Trump assaulted her in the 1990s, and that she has the dress she was wearing during the incident.",The New York Times,Metro,New York,['Sex Crimes']
1811,How Iowa Could Decide Joe Biden’s Fund-Raising Future,2020-01-30,article,News,"As Mr. Biden barnstorms the state in the final days before the caucuses, he is chasing more than voters and delegates. The biggest stakes for him might just be cash.",The New York Times,Politics,U.S.,"['Campaign Finance', 'Primaries and Caucuses', 'Presidential Election of 2020', 'Political Advertising', 'Political Action Committees', 'United States Politics and Government']"
1812,"In Los Angeles, Kobe and Wealthy Elites Use Helicopters as Taxis",2020-01-30,article,News,"In a video, we retraced Kobe Bryant’s route before the crash that killed him and eight others to try to understand what might have happened.",The New York Times,National,U.S.,"['Helicopters', 'Aviation Accidents, Safety and Disasters', 'AIRLINES AND AIRPLANES']"
1813,Bernie Sanders Is Still Sad About the Dodgers,2020-01-30,article,News,And he knows how to nurse a grudge.,The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'Baseball', 'Minor Leagues']"
1814,Coronavirus Anger Boils Over in China and Doctors Plead for Supplies,2020-01-30,article,News,"A man was detained after beating up a doctor in Wuhan, and medical staff members are wearing raincoats to protect against infection.",The New York Times,Foreign,World,"['Coronavirus (2019-nCoV)', 'Shortages', 'Politics and Government', 'Evacuations and Evacuees', 'Protective Clothing and Gear']"
1815,W.H.O. Declares Global Emergency as Wuhan Coronavirus Spreads,2020-01-30,article,News,"The announcement came as nearly 10,000 cases have been reported worldwide.",The New York Times,Science,Health,"['Epidemics', 'Coronavirus (2019-nCoV)']"
1816,"California, Mired in a Housing Crisis, Rejects an Effort to Ease It",2020-01-30,article,News,"A lawmaker’s push for denser development near transit, overriding local zoning, was thwarted by a diverse group of legislative foes.",The New York Times,Business,Business Day,"['Real Estate and Housing (Residential)', 'Affordable Housing', 'Homeless Persons', 'Area Planning and Renewal', 'Urban Areas', 'Law and Legislation', 'Zoning', 'Economic Conditions and Trends', 'Politics and Government', 'State Legislatures']"
1817,Fossilized Tooth Captures a Pterosaur’s Failed Squid Meal,2020-01-30,article,News,The unlikely fossil sheds new light on the flying reptile’s dining habits.,The New York Times,Science,Science,"['Pterosaurs', 'Squid', 'Teeth and Dentistry', 'Fossils', 'Paleontology', 'your-feed-science']"
1818,The Fed Wants to Loosen Rules Around Big Banks and Venture Capital,2020-01-30,article,News,"Proposed tweaks to the Volcker Rule, which curbs bank risk-taking, would allow firms to invest heavily in funds backing start-ups.",The New York Times,Washington,Business Day,"['Banking and Financial Institutions', 'Dodd-Frank Wall Street Reform and Consumer Protection Act (2010)', 'Regulation and Deregulation of Industry', 'Venture Capital', 'Private Equity']"
1819,Ginni Rometty to Step Down as C.E.O. of IBM,2020-01-30,article,News,"Arvind Krishna, who has led the company’s cloud computing business, was named the new chief executive.",The New York Times,Business,Technology,"['Appointments and Executive Changes', 'Computers and the Internet']"
1820,Abduction of Ethiopian Students Fuels Anger at the Government,2020-01-30,article,News,The failure of Prime Minister Abiy Ahmed’s government to rescue a group of students who were believed to have been kidnapped last month and forced into the jungle has bred protests and anguish.,The New York Times,Foreign,World,"['Kidnapping and Hostages', 'Women and Girls', 'Colleges and Universities', 'Politics and Government', 'Demonstrations, Protests and Riots']"
1821,Amazon Powers Ahead With Robust Profit,2020-01-30,article,News,The internet giant posted increases in revenue and profit after shoppers flocked to it during the holiday season.,The New York Times,Business,Technology,"['Company Reports', 'E-Commerce', 'Shopping and Retail', 'Computers and the Internet', 'Cloud Computing']"
1822,3 Easy Ways to Save Energy Without Extra Effort,2020-01-30,article,News,"Save energy by making small changes to your habits when using the dishwasher, dryer, and refrigerator.",The New York Times,Smarter Living,Smarter Living,"['Home Appliances', 'Conservation of Resources', 'Electric Light and Power', 'Dishwashers and Dishwashing', 'Washing Machines and Dryers', 'Refrigerators', 'Energy Efficiency', 'Sustainable Living', 'your-feed-wirecutter']"
1823,"Mitt Romney, a Man Alone",2020-01-30,article,News,"Until late Thursday, Mr. Romney was the only Republican senator calling for witnesses in the impeachment trial. His G.O.P. colleagues are taking shots: One branded him “Jeff Flake on steroids.”",The New York Times,Washington,U.S.,"['United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment']"
1824,Iranian Rapper Detained in Turkey Faces Deportation,2020-01-30,article,News,Iran has put out a red notice with Interpol for the arrest of one of its most popular rappers after he began criticizing the government.,The New York Times,Foreign,World,"['Rap and Hip-Hop', 'Political Prisoners']"
1825,Six Takeaways From Senators’ Questions to Impeachment Lawyers,2020-01-30,article,News,"The first part of Thursday’s session focused largely on the arguments of one of President Trump’s lawyers, Alan M. Dershowitz.",The New York Times,Washington,U.S.,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Presidential Election of 2020', 'Impeachment']"
1826,A Novel Plan to Fix One of New York’s Worst Highways: Remove Lanes,2020-01-30,article,News,The proposal to shrink the Brooklyn-Queens Expressway is the latest effort to reduce congestion that is strangling the city.,The New York Times,Metro,New York,"['Roads and Traffic', 'Infrastructure (Public Works)', 'Congestion Pricing']"
1827,Chief Justice Denies Senator’s Bid to Name Person Thought to Be Whistle-Blower,2020-01-30,article,News,"Senator Rand Paul, Republican of Kentucky, read the name to reporters and posted it on Twitter after failing to get Chief Justice John G. Roberts Jr. to say during President Trump’s impeachment trial.",The New York Times,Washington,U.S.,"['United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Whistle-Blowers', 'Impeachment']"
1828,Trump Administration Expected to Loosen Military’s Limits on Land Mines,2020-01-30,article,News,The expected change would effectively cancel an Obama-era policy that limited the use of anti-personnel mines to the Korean Peninsula.,The New York Times,Washington,U.S.,"['Explosions (Accidental)', 'Mines, Explosive', 'United States Defense and Military Forces', 'United States International Relations']"
1829,"Offering Iran Penalties and Aid, U.S. Ramps Up Sanctions While Providing Medicine",2020-01-30,article,News,The double-barreled tactic of sending medicine to Iranians and penalizing its leaders is an effort to fuel frustration against the government in Tehran.,The New York Times,Washington,U.S.,"['United States International Relations', 'Embargoes and Sanctions', 'Economic Conditions and Trends', 'Nuclear Weapons', 'United States Politics and Government']"
1830,Johnson & Johnson Is Told to Pay $344 Million in Pelvic Mesh Suit,2020-01-30,article,News,The ruling centers on marketing practices for a kind of medical device that has prompted years of personal injury litigation and billions in payouts.,The New York Times,Business,Business Day,"['Medical Devices', 'Implants', 'Women and Girls', 'Suits and Litigation (Civil)']"
1831,"Fotis Dulos, Connecticut Man Accused of Killing Jennifer Dulos, Is Dead",2020-01-30,article,News,"Mr. Dulos had been in critical condition after suffering carbon monoxide poisoning on Tuesday, in an apparent suicide attempt.",The New York Times,Metro,New York,"['Murders, Attempted Murders and Homicides', 'Suicides and Suicide Attempts', 'Missing Persons']"
1832,Everyone Wants a Piece,2020-01-31,article,News,"If you support a lower-tier candidate in Iowa, don’t be surprised if people look at you … hungrily.",The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'Primaries and Caucuses', 'United States Politics and Government', 'Voting and Voters']"
1833,More American Troops Sustain Brain Injuries From Iran Missile Strike in Iraq,2020-01-31,article,News,"The number, which has steadily increased since the Jan. 8 attack, is now at 64.",The New York Times,Washington,World,"['Iraq War (2003-11)', 'United States Defense and Military Forces', 'Brain', 'Concussions']"
1834,New York Is Urged to Consider Surge Pricing for Taxis,2020-01-31,article,News,The city could become one of the first in the United States to allow yellow cabs to raise prices when demand is high.,The New York Times,Metro,New York,"['Taxicabs and Taxicab Drivers', 'Prices (Fares, Fees and Rates)', 'Car Services and Livery Cabs', 'Politics and Government', 'Credit and Debt', 'Public-Private Sector Cooperation']"
1835,These Brands Said No to Running Super Bowl Commercials,2020-01-31,article,News,"Stella Artois, Burger King and other companies have decided against showing their wares on the year’s most-watched broadcast.",The New York Times,Business,Business Day,"['ADVERTISING AND MARKETING', 'Television', 'Super Bowl', 'Online Advertising', 'Football']"
1836,Trump Travels to Iowa to Energize Supporters for Caucuses Next Week,2020-01-31,article,News,Four Democratic presidential candidates hoping for success in the state remained in Washington for President Trump’s Senate trial.,The New York Times,Washington,U.S.,"['Presidential Election of 2020', 'Primaries and Caucuses', 'United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']"
1837,"Citing ‘Soul of Our Democracy,’ Pastor of Dr. King’s Church Enters Senate Race",2020-01-31,article,News,"The senior pastor of Ebenezer Baptist Church, the Rev. Dr. Raphael G. Warnock, may be helped in Georgia by his religiosity, but his liberal positions could turn off some voters.",The New York Times,National,U.S.,"['Elections, Senate', 'Baptist Churches', 'Ministers (Protestant)']"
1838,Why Block Impeachment Witnesses? Republicans Have Many Reasons,2020-01-31,article,News,"Republicans have offered multiple rationales for why witnesses are unnecessary, but Democrats have counterarguments for all of them.",The New York Times,Washington,U.S.,"['United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment']"
1839,Recording Surfaces of Another Trump Meeting With Parnas and Fruman,2020-01-31,article,News,The president met twice in 10 days with donors who went on to become key players in Rudolph W. Giuliani’s Ukraine pressure campaign.,The New York Times,Washington,U.S.,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Presidential Election of 2020', 'United States Politics and Government', 'Campaign Finance', 'Impeachment']"
1840,Tax System Favoring Central Park Co-ops and Brooklyn Brownstones Could End,2020-01-31,article,News,"New York City property taxes, long considered inequitable, could face a big overhaul under a plan from a mayoral commission.",The New York Times,Metro,New York,"['Property Taxes', 'Real Estate and Housing (Residential)', 'Law and Legislation', 'Politics and Government', 'Brownstones', 'Condominiums']"
1841,"Lamar Alexander, Key G.O.P. Senator, Plans to Oppose Move for New Evidence",2020-01-31,article,News,The Tennessee Republican said House Democrats had proved that President Trump withheld military aid to pressure Ukraine to investigate his political rival but that this was not impeachable.,The New York Times,Washington,U.S.,"['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Presidential Election of 2020', 'United States Politics and Government']"
1842,Spotlight Falls on Democrats From Trump-Friendly States,2020-01-31,article,News,Attention has centered on four Republicans who might break ranks in President Trump’s impeachment trial. But Democrats have their own list of potential defectors.,The New York Times,Washington,U.S.,"['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']"
1843,Helicopter in Kobe Bryant Crash Wasn’t Legal to Fly in Poor Visibility,2020-01-31,article,News,The pilot who flew Mr. Bryant and seven others through deteriorating weather was qualified to fly with the use of his instruments. But the company he worked for didn’t have the needed certification.,The New York Times,National,U.S.,"['Aviation Accidents, Safety and Disasters', 'Helicopters', 'Pilots']"
1844,"Man Faces a Proposed $13 Million Fine for Racist Robocalls, U.S. Says",2020-01-31,article,News,"The Federal Communications Commission said the intent of the robocalls was to “cause harm” with more than 6,000 such calls in six states.",The New York Times,Express,U.S.,"['Fines (Penalties)', 'Telemarketing', 'Charlottesville, Va, Violence (August, 2017)', 'Race and Ethnicity', 'Fringe Groups and Movements', 'Immigration and Emigration', 'Whites', 'Migrant Labor (Agriculture)', 'Discrimination', 'Black People', 'Blacks']"
1845,Architect of C.I.A. Torture Program Testifies Prisoners Acted Well Adjusted,2020-01-31,article,News,"Dr. James E. Mitchell said in court at Guantánamo Bay that the alleged leader of the Sept. 11 plot, Khalid Shaikh Mohammed, was fine after 183 rounds of waterboarding.",The New York Times,Washington,U.S.,"['Interrogations', 'Torture', 'Psychology and Psychologists', 'Detainees', 'Waterboarding', 'September 11 (2001)']"
1846,Trump Called Powell an ‘Enemy.’ ‘Ugh’ Was a Response Inside the Fed.,2020-01-31,article,News,Internal emails show that Federal Reserve leaders emailed around an article in which a Republican senator defended the chair.,The New York Times,Business,Business Day,"['United States Politics and Government', 'Interest Rates', 'Banking and Financial Institutions', 'International Trade and World Market']"
1847,Inside the California Military Base a Coronavirus Evacuee Tried to Flee,2020-01-31,article,News,The 195 Americans who flew from China to California were first told they must clear medical tests that could take 72 hours or many days. Now they are all being quarantined for two weeks.,The New York Times,National,U.S.,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Military Bases and Installations', 'Evacuations and Evacuees']"
1848,State Department Warns Against Traveling to China Amid Coronavirus Outbreak,2020-01-31,article,News,"Americans who are currently in China should consider leaving, United States officials said.",The New York Times,Express,World,"['Coronavirus (2019-nCoV)', 'Travel Warnings', 'Epidemics', 'United States Politics and Government', 'United States International Relations']"
1849,Impeachment Briefing: Is It Over?,2020-01-31,article,News,Senator Lamar Alexander said he would not vote for new witnesses — a possible death blow to the Democrats’ case.,The New York Times,NYTNow,U.S.,['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']
1850,Britain’s Brexit Shrug: Let’s Just Get On With It,2020-01-31,article,News,"For the last three years, Britons have debated Brexit. Now that it is here, there is a sense of relief even though the country still must decide what sort of Brexit it wants.",The New York Times,Foreign,World,"['Great Britain Withdrawal from EU (Brexit)', 'Politics and Government']"
1851,What’s Next for Britons Who Lost the Brexit Battle,2020-01-31,article,News,"Having bet it all on stopping Brexit and lost, Remainers now look to keeping Britain as close to the European Union as possible.",The New York Times,Foreign,World,['Great Britain Withdrawal from EU (Brexit)']
